Date,Open,High,Low,Close,Adj Close,Volume
2020-09-09,337.8249206542969,359.16448974609375,332.1650085449219,351.1100158691406,351.1100158691406,14547933520
2020-09-10,351.4293212890625,377.3935852050781,351.11175537109375,368.1018981933594,368.1018981933594,31421134556
2020-09-11,368.1184997558594,376.6304016113281,355.58258056640625,374.6955871582031,374.6955871582031,27296269329
2020-09-12,374.59539794921875,387.5384521484375,367.8421936035156,387.18310546875,387.18310546875,13295405814
2020-09-13,387.519287109375,388.9598083496094,354.3401794433594,365.57000732421875,365.57000732421875,15005899191
2020-09-14,365.6995849609375,384.4851989746094,357.56976318359375,377.26885986328125,377.26885986328125,17536695361
2020-09-15,377.1540222167969,381.50830078125,363.6068115234375,364.8392028808594,364.8392028808594,16140584321
2020-09-16,364.7439880371094,372.7674255371094,356.6827392578125,365.8122863769531,365.8122863769531,16107612177
2020-09-17,365.86578369140625,393.901611328125,364.7951354980469,389.01922607421875,389.01922607421875,19899531080
2020-09-18,389.3374938964844,391.9041442871094,376.9649963378906,384.3645324707031,384.3645324707031,14108357740
2020-09-19,384.0416564941406,387.07635498046875,378.72406005859375,385.54437255859375,385.54437255859375,11049507684
2020-09-20,385.5979919433594,385.5979919433594,367.0943603515625,371.0528259277344,371.0528259277344,12292195784
2020-09-21,371.400146484375,375.7370300292969,336.0689697265625,341.78607177734375,341.78607177734375,17398267133
2020-09-22,341.72381591796875,346.600830078125,336.85504150390625,344.503173828125,344.503173828125,12732578043
2020-09-23,344.62249755859375,345.6355895996094,317.69207763671875,320.5855407714844,320.5855407714844,12047020995
2020-09-24,320.6183166503906,351.4646301269531,318.4189758300781,349.3566589355469,349.3566589355469,13460565701
2020-09-25,349.3631286621094,357.9572448730469,339.3503112792969,352.161865234375,352.161865234375,12254269350
2020-09-26,352.53125,355.96063232421875,348.129638671875,354.96527099609375,354.96527099609375,11036752997
2020-09-27,354.58721923828125,362.0513610839844,349.0943908691406,357.3216857910156,357.3216857910156,11464393949
2020-09-28,357.3111572265625,366.8902587890625,354.82513427734375,354.95050048828125,354.95050048828125,12102509266
2020-09-29,354.9748229980469,360.7934875488281,351.8194580078125,359.9634094238281,359.9634094238281,10286529445
2020-09-30,359.9423522949219,361.2103271484375,353.6143493652344,360.0223693847656,360.0223693847656,9773649426
2020-10-01,360.004638671875,369.2869873046875,347.19793701171875,353.2312927246094,353.2312927246094,12360670278
2020-10-02,353.2201843261719,354.0752258300781,337.35693359375,346.53265380859375,346.53265380859375,12946215647
2020-10-03,346.5026550292969,351.6279296875,344.88665771484375,347.32159423828125,347.32159423828125,8599594017
2020-10-04,347.2724304199219,354.2533264160156,345.3987121582031,353.1219177246094,353.1219177246094,9308536486
2020-10-05,353.0458068847656,355.2178955078125,350.1976318359375,354.277099609375,354.277099609375,9933790982
2020-10-06,354.1377868652344,355.5040588378906,338.5202331542969,341.0211486816406,341.0211486816406,11497841885
2020-10-07,341.0916748046875,342.59124755859375,335.5335998535156,342.1197814941406,342.1197814941406,10537119715
2020-10-08,342.094970703125,352.8003845214844,336.4971008300781,351.4556579589844,351.4556579589844,11511016796
2020-10-10,365.4024658203125,378.26715087890625,365.3540344238281,370.96759033203125,370.96759033203125,13618484324
2020-10-11,370.9284362792969,377.2467956542969,369.8280334472656,375.1420593261719,375.1420593261719,12584512533
2020-10-14,381.9714660644531,387.2961730957031,374.1750183105469,379.4840393066406,379.4840393066406,13918846567
2020-10-15,379.1922302246094,381.2087707519531,371.3541259765625,377.44183349609375,377.44183349609375,14964182545
2020-10-16,377.8684997558594,380.0215148925781,362.597412109375,366.22900390625,366.22900390625,14670784817
2020-10-17,366.0157165527344,369.76812744140625,364.489013671875,368.8559265136719,368.8559265136719,10951115359
2020-10-18,368.7275390625,378.59765625,368.129150390625,378.21368408203125,378.21368408203125,11047103109
2020-10-19,378.4696350097656,383.3176574707031,373.7022705078125,379.93560791015625,379.93560791015625,12811242092
2020-10-20,379.7196960449219,380.7610168457031,367.60107421875,369.13690185546875,369.13690185546875,13741586582
2020-10-21,369.0594177246094,400.62725830078125,368.72796630859375,392.1899719238281,392.1899719238281,20241324322
2020-10-22,391.4886169433594,420.14166259765625,391.27630615234375,413.7729797363281,413.7729797363281,15772846485
2020-10-23,414.05133056640625,418.9599304199219,403.08203125,409.7666931152344,409.7666931152344,14256222052
2020-10-24,409.7672424316406,416.59967041015625,407.8517150878906,412.4576110839844,412.4576110839844,12201739194
