Date,Open,High,Low,Close,Adj Close,Volume
2020-09-09,0.0027580000460147858,0.0028069999534636736,0.002704000100493431,0.002778999973088503,0.002778999973088503,77050464
2020-09-10,0.0027920000720769167,0.0028589998837560415,0.0027520000003278255,0.002804999938234687,0.002804999938234687,104276032
2020-09-11,0.002804999938234687,0.0028250000905245543,0.002741999924182892,0.0028059999458491802,0.0028059999458491802,134077501
2020-09-12,0.0028019999153912067,0.002830999903380871,0.0027809999883174896,0.002819000044837594,0.002819000044837594,117125272
2020-09-13,0.002819000044837594,0.002824000082910061,0.0027459999546408653,0.0027759999502450228,0.0027759999502450228,124253232
2020-09-14,0.0027759999502450228,0.0028429999947547913,0.002741999924182892,0.0028029999230057,0.0028029999230057,128520946
2020-09-15,0.0027989998925477266,0.0028780000284314156,0.002785000018775463,0.002831999910995364,0.002831999910995364,100194174
2020-09-16,0.002830999903380871,0.0028589998837560415,0.0027910000644624233,0.0028260000981390476,0.0028260000981390476,148555505
2020-09-17,0.002824000082910061,0.0028589998837560415,0.0027809999883174896,0.002814000006765127,0.002814000006765127,161305349
2020-09-18,0.002814000006765127,0.0028250000905245543,0.0027489999774843454,0.0028039999306201935,0.0028039999306201935,147868185
2020-09-19,0.00279600010253489,0.002814000006765127,0.0027729999274015427,0.0027940000873059034,0.0027940000873059034,147046520
2020-09-20,0.0027940000873059034,0.0028059999458491802,0.002722000004723668,0.0027779999654740095,0.0027779999654740095,145951917
2020-09-21,0.0027779999654740095,0.0028019999153912067,0.002615999896079302,0.002630000002682209,0.002630000002682209,78753428
2020-09-22,0.002624999964609742,0.002672000089660287,0.002604000037536025,0.002655999967828393,0.002655999967828393,36467574
2020-09-23,0.002655999967828393,0.002675000112503767,0.002558999927714467,0.002563999965786934,0.002563999965786934,29993627
2020-09-24,0.002563999965786934,0.0026599999982863665,0.0025579999200999737,0.002644000109285116,0.002644000109285116,30967522
2020-09-25,0.002644000109285116,0.002718999981880188,0.0026289999950677156,0.002706000115722418,0.002706000115722418,39515148
2020-09-26,0.002707999898120761,0.0027489999774843454,0.0026910000015050173,0.002707999898120761,0.002707999898120761,36770554
2020-09-27,0.002707999898120761,0.002733000088483095,0.0026829999405890703,0.002701000077649951,0.002701000077649951,24673035
2020-09-28,0.002701000077649951,0.0027389999013394117,0.002650999929755926,0.0026579999830573797,0.0026579999830573797,35610656
2020-09-29,0.0026579999830573797,0.0027099999133497477,0.0026459998916834593,0.0026809999253600836,0.0026809999253600836,36596920
2020-09-30,0.00267999991774559,0.002687999978661537,0.0026320000179111958,0.0026420000940561295,0.0026420000940561295,32195544
2020-10-01,0.002644000109285116,0.0026779999025166035,0.002598999999463558,0.0026149998884648085,0.0026149998884648085,35974208
2020-10-02,0.0026140001136809587,0.0026140001136809587,0.00254400004632771,0.0025839998852461576,0.0025839998852461576,46978131
